iv,type,B_D,W_D,theta_D,dfcom,T_D,gamma_D,nu,nu2,nu_improved,L,U,sqrt_T_D,RR,lci,uci,model
residence,Conditional,3.003118914922086e-4,0.004753556946614618,-0.09877099720626449,6492,0.005083900027256048,0.0649782802317863,53.537426034783905,2131.6018274817943,1577.4816713603955,-0.2385987120972085,0.041056717684679486,0.07130147282669586,"0.91 (0.79, 1.04)",0.7877309258474325,1.041911198660481,H1
w_htn,Conditional,8.646637227746554e-6,0.0012615374652630547,0.23122522865207998,6492,0.001271048766213576,0.00748303385625018,1831.0432582907345,160726.35255004838,6193.229728284862,0.16134851554752327,0.3011019417566367,0.03565177087065348,"1.26 (1.18, 1.35)",1.1750944361376647,1.3513470932130804,H1
(Intercept),Conditional,0.0018268659873117948,0.02280353527718792,-1.4040207969584648,6491,0.024813087863230898,0.08098760610205294,41.01468061353335,1372.1619923498513,1115.4931802042213,-1.7130302362384042,-1.0950113576785254,0.15752170600660373,"0.25 (0.18, 0.33)",0.18031855608477385,0.33453580737687505,W2
h_htn,Conditional,7.2474095879846635e-6,0.0023985357414283023,0.29089618403673273,6491,0.0024065078919750854,0.0033127464793976527,8697.29690971094,820098.6693381388,6416.899226656592,0.19474771417761938,0.3870446538958461,0.04905617078385843,"1.34 (1.22, 1.47)",1.2150044194309433,1.472622248125463,W2
h_htn:w_ge65,Conditional,6.834097455698918e-6,0.004570537522746748,-0.17964556961753986,6491,0.004578055029948017,0.0016420744512881424,34371.57882652404,3337773.1853587055,6465.795918814086,-0.31225937972424445,-0.04703175951083527,0.06766132595469895,"0.84 (0.73, 0.95)",0.7317916916823085,0.9540570967225025,W2
hh_children,Conditional,2.987922497256026e-6,1.9893513756791286e-4,0.02092492593900289,6491,2.0222185231489448e-4,0.0162530147427571,447.6657907304356,34070.197478672395,5376.223342021629,-0.006947679172963222,0.048797531050969,0.014220472998986163,"1.02 (0.99, 1.05)",0.9930764001525676,1.0500077352541062,W2
hh_high,Conditional,9.705904179221617e-6,0.003948418628688455,-0.0018753720755915664,6491,0.003959095123285599,0.0026967007017208275,12983.930389674253,1237590.6315267608,6437.837845008983,-0.12519905443871626,0.1214483102875331,0.06292134076198312,"1.00 (0.88, 1.13)",0.8823212551412641,1.1291309999599852,W2
hh_highest,Conditional,1.7803369260645395e-5,0.005292821868088305,-0.03985770419036414,6491,0.005312405574275015,0.0036864102171609006,7069.443504624019,662270.1597601135,6402.577854065895,-0.1827123920576957,0.10299698367696744,0.07288625092755845,"0.96 (0.83, 1.11)",0.8330077009186762,1.1084880655128813,W2
hh_lengthmar,Conditional,8.90108310246233e-7,6.788926335006546e-6,0.008038307772196288,6491,7.768045476277403e-6,0.12604446565882738,25.807542345994047,566.4935200314538,515.0449932522417,0.0025639542709249884,0.013512661273467588,0.002787121360163099,"1.01 (1.00, 1.01)",1.0025672440126583,1.0136043698910773,W2
hh_low,Conditional,1.1738124833613849e-5,0.00270599490651345,0.1030532198476606,6491,0.0027189068438304253,0.004748944358382194,4339.11170062422,399069.32565436733,6355.335884462771,8.542372976412527e-4,0.2052522023976799,0.052143138032059645,"1.11 (1.00, 1.23)",1.0008546022622362,1.2278346887700657,W2
hh_medium,Conditional,1.0176995019580007e-5,0.002948573292653873,-0.07579329884813077,6491,0.0029597679871754107,0.0037822878583876497,6726.800169344151,629119.797824334,6398.708365727017,-0.1824228941325935,0.03083629643633197,0.05440374975289305,"0.93 (0.83, 1.03)",0.8332488898298465,1.0313166598542265,W2
hh_size,Conditional,2.3824931102853504e-6,2.478367546469482e-4,-0.030631519778469122,6491,2.504574970682621e-4,0.01046382101550589,984.0903997226283,82198.12378123286,5955.846147524917,-0.06165007062108274,3.8703106414449476e-4,0.015825849015716726,"0.97 (0.94, 1.00)",0.9402118369772292,1.0003871059703302,W2
residence,Conditional,4.475230581682782e-4,0.004217006110209462,-0.12824997718446768,6491,0.004709281474194568,0.10453300926747011,31.02386238717744,823.6365363487214,721.3838757375978,-0.26294888695744956,0.0064489325885142,0.06862420472540696,"0.88 (0.77, 1.01)",0.7687811910526706,1.0064697717269282,W2
w_bmi,Conditional,2.757624532966799e-10,1.4471553926903808e-7,5.339681515828483e-4,6491,1.4501887796766443e-7,0.0020917186981269076,21351.851373545145,2057007.8647234628,6455.107185498744,-2.1241291967007006e-4,0.0012803492228357666,3.808134424723797e-4,"1.00 (1.00, 1.00)",0.9997876096383569,1.0012811692198256,W2
w_education_2,Conditional,2.2891105244201654e-5,0.0064393909630213325,-0.09503440147721642,6491,0.006464571178789955,0.003895109988306306,6355.222268212578,593202.6169318456,6394.053894152142,-0.2526208390810041,0.06255203612657123,0.08040255704136501,"0.91 (0.78, 1.06)",0.7767623439201128,1.06454985252748,W2
w_education_3,Conditional,1.2606108542733633e-4,0.1337252795487625,0.12468302395566021,6491,0.13386394674273258,0.001035881559928668,85444.20005564342,8387302.470169274,6477.2730094113485,-0.592417378641399,0.8417834265527194,0.3658742225720918,"1.13 (0.55, 2.32)",0.5529888841582982,2.320501733074486,W2
w_ge65,Conditional,2.1688638149906453e-4,0.004443979401740911,0.3289419067527326,6491,0.004682554421389882,0.05094975908003581,73.75637978060877,3467.0351119213524,2218.224284109989,0.19477631564882128,0.46310749785664396,0.06842919275711122,"1.39 (1.22, 1.59)",1.2150391708418242,1.589004147775395,W2
w_heavydrinker,Conditional,1.5964572213451116e-4,0.015161386944487357,0.24339023979758992,6491,0.01533699723883532,0.011450109275842708,835.2460277333125,68647.26618568088,5866.50887584385,6.588636451501095e-4,0.4861216159500297,0.12384263094280305,"1.28 (1.00, 1.63)",1.0006590807434783,1.6259977314460745,W2
w_hukou,Conditional,5.568392277222555e-4,0.005658136515243361,0.07697845475246853,6491,0.006270659665737842,0.09768081559923218,33.30706601887286,943.2437910866614,812.3733422744393,-0.07842559631162768,0.23238250581656475,0.07918749690284346,"1.08 (0.92, 1.26)",0.9245708488537628,1.26160220672941,W2
w_laborforceother,Conditional,3.767034833358486e-4,0.007793034507877689,0.09026847495378121,6491,0.008207408339547122,0.050487780615567406,74.68471434115772,3530.774239966402,2244.542187372328,-0.08735485772879972,0.2678918076363621,0.09059474785851067,"1.09 (0.92, 1.31)",0.9163518633899537,1.3072057026891197,W2
w_laborforceretired,Conditional,1.9225222876884438e-4,0.0017185118128740253,0.2724532935899858,6491,0.0019299892645197542,0.10957441864235005,29.570379163020316,749.590647247686,663.5116415541036,0.1862096014913251,0.35869698568864655,0.04393164308923301,"1.31 (1.20, 1.43)",1.2046747355382508,1.431462982078478,W2
w_moderate_pa,Conditional,2.499123998573414e-5,3.449393683754449e-5,-0.006798234568604015,6491,6.198430082185204e-5,0.44350526858917255,11.40027545163821,45.755672486105894,45.183163009615605,-0.02264806750548569,0.009051598368277656,0.007873010912087702,"0.99 (0.98, 1.01)",0.9776064747242329,1.009092687966731,W2
w_smokeformer,Conditional,1.0981321104542047e-4,0.01039868028084489,0.1316434776769551,6491,0.010519474812994851,0.011482943235982026,830.9213314293158,68255.25185580914,5863.452862132077,-0.06938279554638338,0.3326697509002936,0.10256449099466565,"1.14 (0.93, 1.39)",0.932969475154336,1.3946866284026505,W2
